doctor_id,hospital_id,name,gender,age,specialty,sub_specialty,primary_qualification,additional_qualification,years_experience,seniority_level,board_certified,on_call,shift_type,prefers_trauma_cases,telemedicine_enabled,languages_spoken,max_concurrent_cases,avg_consultation_time_min,avg_response_time_to_call_min,last_appraisal_score,doctor_quality_score,burnout_risk_score,contact_channel
DOC_0172,HOSP_007,Riya Banerjee,OTHER,28,NEURO,EPILEPTOLOGIST,MBBS,Fellowship in Pediatric ICU,9,CONSULTANT,False,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",1,13,5.48,4.22,0.54,0.55,app://doctor/DOC_0172
DOC_0173,HOSP_007,Simran Nair,F,54,NEURO,STROKE_SPECIALIST,MBBS,Fellowship in Neuro Critical Care,31,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",1,12,9.16,4.67,0.91,0.39,app://doctor/DOC_0173
DOC_0174,HOSP_007,Ananya Mukherjee,OTHER,32,TRAUMA,HEAD_INJURY_FOCUS,MBBS,Fellowship in Trauma Care,30,SENIOR_CONSULTANT,True,False,DAY,True,True,"['Bengali', 'English', 'Hindi']",1,15,8.87,4.7,0.92,0.27,app://doctor/DOC_0174
DOC_0175,HOSP_007,Rahul Mehta,OTHER,35,CARDIAC,INTERVENTIONAL_CARDIOLOGY,MBBS,FNB Critical Care,11,CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,21,8.33,3.37,0.75,0.44,app://doctor/DOC_0175
DOC_0176,HOSP_007,Siddharth Das,F,58,ORTHO,SPORTS_INJURY,"MBBS, MD",,4,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",4,15,6.5,4.56,0.51,0.69,app://doctor/DOC_0176
DOC_0177,HOSP_007,Ananya Patel,F,35,ORTHO,JOINT_REPLACEMENT,MBBS,,21,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",3,26,5.71,4.4,0.9,0.37,app://doctor/DOC_0177
DOC_0178,HOSP_007,Sara Patel,F,52,NEPHROLOGY,DIALYSIS_SPECIALIST,MBBS,Fellowship in Pediatric ICU,31,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",4,20,3.17,4.94,0.83,0.37,app://doctor/DOC_0178
DOC_0179,HOSP_007,Sara Reddy,OTHER,52,ORTHO,SPINE_SURGEON,MBBS,Fellowship in Interventional Cardiology,29,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,25,7.71,3.04,0.83,0.41,app://doctor/DOC_0179
DOC_0180,HOSP_007,Vivaan Reddy,OTHER,28,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Neuro Critical Care,30,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi']",2,24,3.99,4.53,0.96,0.35,app://doctor/DOC_0180
DOC_0181,HOSP_007,Sneha Banerjee,F,35,CARDIAC,HEART_FAILURE,"MBBS, MD",,19,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",1,15,5.43,4.64,0.91,0.42,app://doctor/DOC_0181
DOC_0182,HOSP_007,Mira Mukherjee,F,40,NEPHROLOGY,DIALYSIS_SPECIALIST,"MBBS, DNB",FNB Critical Care,22,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",1,24,5.12,4.18,0.89,0.33,app://doctor/DOC_0182
DOC_0183,HOSP_008,Rohit Sharma,OTHER,31,TRAUMA,ORTHO_TRAUMA,"MBBS, DNB",Fellowship in Neuro Critical Care,12,CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",4,23,9.82,4.83,0.8,0.66,app://doctor/DOC_0183
DOC_0184,HOSP_008,Arjun Mehta,F,46,NEURO,STROKE_SPECIALIST,"MBBS, MD",Fellowship in Interventional Cardiology,33,SENIOR_CONSULTANT,True,False,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",2,16,2.89,4.43,0.93,0.5,app://doctor/DOC_0184
DOC_0185,HOSP_008,Ananya Banerjee,OTHER,39,TRAUMA,HEAD_INJURY_FOCUS,"MBBS, MS",Fellowship in Pediatric ICU,31,SENIOR_CONSULTANT,False,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,26,1.96,3.76,0.75,0.2,app://doctor/DOC_0185
DOC_0186,HOSP_008,Vivaan Nair,F,38,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, MD",,14,SENIOR_CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",2,30,6.05,3.48,0.83,0.46,app://doctor/DOC_0186
DOC_0187,HOSP_008,Priya Banerjee,OTHER,31,NEURO,EPILEPTOLOGIST,"MBBS, DNB",Fellowship in Pediatric ICU,4,JUNIOR_RESIDENT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia']",4,17,9.2,4.41,0.48,0.72,app://doctor/DOC_0187
DOC_0188,HOSP_008,Nikita Reddy,OTHER,40,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, DNB",FNB Critical Care,12,CONSULTANT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",1,23,3.51,3.53,0.78,0.23,app://doctor/DOC_0188
DOC_0189,HOSP_008,Arjun Sharma,F,57,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MD",Fellowship in Trauma Care,20,SENIOR_CONSULTANT,False,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",3,26,2.98,3.37,0.73,0.31,app://doctor/DOC_0189
DOC_0190,HOSP_008,Simran Singh,F,62,TRAUMA,ORTHO_TRAUMA,MBBS,Fellowship in Trauma Care,22,SENIOR_CONSULTANT,True,True,DAY,True,True,"['Bengali', 'English', 'Hindi']",4,27,8.41,4.96,0.91,0.23,app://doctor/DOC_0190
DOC_0191,HOSP_008,Sneha Patel,M,43,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Interventional Cardiology,17,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",4,25,1.39,4.8,0.95,0.29,app://doctor/DOC_0191
DOC_0192,HOSP_008,Simran Mukherjee,M,38,TRAUMA,HEAD_INJURY_FOCUS,MBBS,Fellowship in Pediatric ICU,14,SENIOR_CONSULTANT,False,True,DAY,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,14,1.21,4.43,0.78,0.18,app://doctor/DOC_0192
DOC_0193,HOSP_008,Diya Sharma,M,44,TRAUMA,POLYTRAUMA,"MBBS, MD",Fellowship in Trauma Care,29,SENIOR_CONSULTANT,False,True,NIGHT,True,True,"['Bengali', 'English', 'Hindi']",4,13,5.81,4.28,0.72,0.53,app://doctor/DOC_0193
DOC_0194,HOSP_008,Nikita Sharma,OTHER,32,NEPHROLOGY,DIALYSIS_SPECIALIST,"MBBS, MS",Fellowship in Pediatric ICU,6,CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",1,25,2.41,3.44,0.68,0.59,app://doctor/DOC_0194
DOC_0195,HOSP_008,Aditya Das,OTHER,37,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,MBBS,Fellowship in Neuro Critical Care,8,CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,19,2.89,4.48,0.73,0.47,app://doctor/DOC_0195
DOC_0196,HOSP_008,Riya Mehta,OTHER,60,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MD",FNB Critical Care,13,SENIOR_CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",4,30,5.95,3.58,0.84,0.27,app://doctor/DOC_0196
DOC_0197,HOSP_008,Ishaan Nair,OTHER,65,NEURO,EPILEPTOLOGIST,"MBBS, MS",FNB Critical Care,16,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",3,25,5.06,4.23,0.87,0.46,app://doctor/DOC_0197
DOC_0198,HOSP_008,Nikita Singh,OTHER,64,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, DNB",FNB Critical Care,16,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",3,14,7.12,3.66,0.84,0.44,app://doctor/DOC_0198
DOC_0199,HOSP_008,Siddharth Iyer,F,59,TRAUMA,POLYTRAUMA,"MBBS, MD",Fellowship in Pediatric ICU,18,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",1,10,8.65,4.26,0.87,0.46,app://doctor/DOC_0199
DOC_0200,HOSP_008,Nikita Mehta,OTHER,41,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Neuro Critical Care,10,CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",3,14,5.18,4.02,0.66,0.46,app://doctor/DOC_0200
DOC_0201,HOSP_008,Simran Sharma,OTHER,43,TRAUMA,HEAD_INJURY_FOCUS,"MBBS, MD",Fellowship in Neuro Critical Care,11,CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",4,21,1.36,4.52,0.83,0.34,app://doctor/DOC_0201
DOC_0202,HOSP_008,Arjun Iyer,M,30,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, DNB",Fellowship in Interventional Cardiology,3,JUNIOR_RESIDENT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",3,28,5.9,3.35,0.43,0.63,app://doctor/DOC_0202
DOC_0203,HOSP_008,Sneha Chatterjee,OTHER,32,TRAUMA,ORTHO_TRAUMA,"MBBS, DNB",FNB Critical Care,23,SENIOR_CONSULTANT,True,False,NIGHT,True,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",2,24,2.49,3.15,0.87,0.4,app://doctor/DOC_0203
DOC_0204,HOSP_008,Riya Singh,M,38,NEPHROLOGY,DIALYSIS_SPECIALIST,"MBBS, MD",Fellowship in Interventional Cardiology,8,CONSULTANT,False,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Tamil']",2,28,2.45,4.67,0.59,0.33,app://doctor/DOC_0204
DOC_0205,HOSP_008,Vivaan Singh,OTHER,65,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,MBBS,Fellowship in Neuro Critical Care,11,CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,19,9.53,3.43,0.73,0.42,app://doctor/DOC_0205
DOC_0206,HOSP_008,Rohit Roy,F,38,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",Fellowship in Neuro Critical Care,33,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",1,17,4.4,3.26,0.87,0.25,app://doctor/DOC_0206
DOC_0207,HOSP_009,Simran Roy,OTHER,54,CARDIAC,HEART_FAILURE,MBBS,FNB Critical Care,3,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",1,30,4.88,3.84,0.5,0.7,app://doctor/DOC_0207
DOC_0208,HOSP_009,Simran Mehta,M,58,NEURO,EPILEPTOLOGIST,MBBS,Fellowship in Interventional Cardiology,31,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Tamil']",3,16,1.05,4.49,0.93,0.22,app://doctor/DOC_0208
DOC_0209,HOSP_009,Simran Mukherjee,OTHER,28,NEURO,SPINE_SURGERY,"MBBS, MD",Fellowship in Pediatric ICU,24,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",3,27,4.81,3.73,0.89,0.34,app://doctor/DOC_0209
DOC_0210,HOSP_009,Kunal Sen,M,54,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, DNB",FNB Critical Care,31,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",4,14,8.69,4.32,0.87,0.64,app://doctor/DOC_0210
DOC_0211,HOSP_009,Siddharth Sen,OTHER,38,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, DNB",Fellowship in Trauma Care,4,JUNIOR_RESIDENT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",2,25,9.33,3.87,0.45,0.39,app://doctor/DOC_0211
DOC_0212,HOSP_009,Sara Iyer,M,30,PEDIATRIC,PEDIATRIC_ICU,"MBBS, DNB",Fellowship in Neuro Critical Care,19,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,16,8.66,4.86,0.9,0.44,app://doctor/DOC_0212
DOC_0213,HOSP_009,Riya Sharma,OTHER,60,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MD",Fellowship in Neuro Critical Care,3,JUNIOR_RESIDENT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,18,8.02,3.71,0.44,0.53,app://doctor/DOC_0213
DOC_0214,HOSP_009,Nikita Nair,OTHER,28,PEDIATRIC,GENERAL_PEDIATRICS,MBBS,,23,SENIOR_CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",2,24,9.37,4.15,0.86,0.25,app://doctor/DOC_0214
DOC_0215,HOSP_009,Mira Reddy,M,63,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Trauma Care,17,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Tamil']",4,17,7.82,4.92,0.9,0.51,app://doctor/DOC_0215
DOC_0216,HOSP_009,Siddharth Bhattacharya,OTHER,29,NEURO,STROKE_SPECIALIST,"MBBS, MS",,15,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",1,18,3.23,3.19,0.87,0.51,app://doctor/DOC_0216
DOC_0217,HOSP_009,Rahul Mukherjee,OTHER,39,NEURO,EPILEPTOLOGIST,"MBBS, MS",FNB Critical Care,12,CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",2,18,2.86,3.41,0.78,0.27,app://doctor/DOC_0217
DOC_0218,HOSP_009,Rohan Iyer,M,34,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,3,JUNIOR_RESIDENT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",3,25,2.65,4.53,0.38,0.69,app://doctor/DOC_0218
DOC_0219,HOSP_009,Kunal Nair,OTHER,36,CARDIAC,HEART_FAILURE,"MBBS, DNB",Fellowship in Interventional Cardiology,33,SENIOR_CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,26,5.14,4.38,0.87,0.14,app://doctor/DOC_0219
DOC_0220,HOSP_009,Riya Mehta,OTHER,34,NEURO,EPILEPTOLOGIST,"MBBS, MS",FNB Critical Care,16,SENIOR_CONSULTANT,True,False,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",2,25,4.82,3.84,0.9,0.43,app://doctor/DOC_0220
DOC_0221,HOSP_009,Sneha Roy,F,45,NEURO,STROKE_SPECIALIST,"MBBS, MD",Fellowship in Neuro Critical Care,7,CONSULTANT,True,False,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",2,14,8.2,4.48,0.68,0.39,app://doctor/DOC_0221
DOC_0222,HOSP_009,Aarav Singh,F,59,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Interventional Cardiology,4,JUNIOR_RESIDENT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",2,18,5.29,4.26,0.32,0.48,app://doctor/DOC_0222
DOC_0223,HOSP_009,Rahul Das,F,51,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MS",Fellowship in Trauma Care,8,CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",2,19,4.2,4.35,0.72,0.38,app://doctor/DOC_0223
DOC_0224,HOSP_009,Siddharth Bhattacharya,M,52,PEDIATRIC,PEDIATRIC_ICU,"MBBS, DNB",Fellowship in Pediatric ICU,22,SENIOR_CONSULTANT,False,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",1,15,4.09,3.63,0.74,0.44,app://doctor/DOC_0224
DOC_0225,HOSP_009,Arjun Chatterjee,OTHER,53,NEURO,EPILEPTOLOGIST,"MBBS, MS",Fellowship in Pediatric ICU,29,SENIOR_CONSULTANT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",1,14,7.55,4.32,0.72,0.66,app://doctor/DOC_0225
DOC_0226,HOSP_010,Diya Nair,M,53,CARDIAC,INTERVENTIONAL_CARDIOLOGY,MBBS,Fellowship in Interventional Cardiology,2,JUNIOR_RESIDENT,False,False,DAY,False,False,"['Bengali', 'English', 'Hindi']",1,18,6.56,3.17,0.29,0.69,app://doctor/DOC_0226
DOC_0227,HOSP_010,Kunal Das,M,43,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, MD",FNB Critical Care,2,JUNIOR_RESIDENT,True,False,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi']",4,24,9.77,4.08,0.49,0.46,app://doctor/DOC_0227
DOC_0228,HOSP_010,Siddharth Singh,OTHER,62,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, DNB",Fellowship in Neuro Critical Care,35,SENIOR_CONSULTANT,True,False,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Urdu']",4,19,4.29,3.52,0.91,0.45,app://doctor/DOC_0228
DOC_0229,HOSP_010,Aarav Reddy,M,50,GENERAL_SURGERY,ONCO_SURGERY,MBBS,Fellowship in Pediatric ICU,20,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Odia']",1,27,4.36,3.82,0.92,0.35,app://doctor/DOC_0229
DOC_0230,HOSP_010,Kunal Nair,M,52,NEURO,STROKE_SPECIALIST,"MBBS, MS",,16,SENIOR_CONSULTANT,True,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",2,12,2.64,3.58,0.91,0.48,app://doctor/DOC_0230
DOC_0231,HOSP_010,Rohan Patel,F,59,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,FNB Critical Care,2,JUNIOR_RESIDENT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Odia']",4,10,3.1,3.3,0.5,0.65,app://doctor/DOC_0231
DOC_0232,HOSP_010,Rahul Mehta,F,59,GENERAL_SURGERY,ONCO_SURGERY,MBBS,Fellowship in Trauma Care,4,JUNIOR_RESIDENT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",4,15,2.73,4.68,0.57,0.66,app://doctor/DOC_0232
DOC_0233,HOSP_010,Aarav Mukherjee,OTHER,43,NEURO,EPILEPTOLOGIST,"MBBS, MD",Fellowship in Pediatric ICU,30,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",4,19,9.43,3.32,0.85,0.54,app://doctor/DOC_0233
DOC_0234,HOSP_010,Aditya Reddy,M,44,NEURO,SPINE_SURGERY,"MBBS, MS",FNB Critical Care,14,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,15,8.15,4.17,0.89,0.29,app://doctor/DOC_0234
DOC_0235,HOSP_010,Sara Sharma,M,65,NEURO,SPINE_SURGERY,"MBBS, MD",Fellowship in Trauma Care,11,CONSULTANT,False,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",1,11,4.2,3.31,0.65,0.42,app://doctor/DOC_0235
DOC_0236,HOSP_010,Ishaan Singh,F,42,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, DNB",Fellowship in Pediatric ICU,25,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi']",3,11,5.37,3.88,0.88,0.35,app://doctor/DOC_0236
DOC_0237,HOSP_010,Rohit Nair,OTHER,39,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MS",Fellowship in Pediatric ICU,11,CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",4,19,8.37,4.08,0.79,0.44,app://doctor/DOC_0237
DOC_0238,HOSP_010,Juhi Reddy,F,39,CARDIAC,HEART_FAILURE,"MBBS, MS",Fellowship in Neuro Critical Care,5,JUNIOR_RESIDENT,False,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",2,29,3.55,3.82,0.37,0.42,app://doctor/DOC_0238
DOC_0239,HOSP_010,Ishaan Reddy,OTHER,32,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, MD",,32,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",4,25,5.73,4.4,0.9,0.33,app://doctor/DOC_0239
DOC_0240,HOSP_010,Sneha Nair,OTHER,32,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, DNB",,4,JUNIOR_RESIDENT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,29,3.39,3.08,0.49,0.38,app://doctor/DOC_0240
DOC_0241,HOSP_010,Priya Mukherjee,M,61,CARDIAC,INTERVENTIONAL_CARDIOLOGY,"MBBS, MD",Fellowship in Neuro Critical Care,13,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Odia']",4,13,7.9,4.15,0.89,0.5,app://doctor/DOC_0241
DOC_0242,HOSP_010,Mira Bhattacharya,M,38,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MS",Fellowship in Pediatric ICU,29,SENIOR_CONSULTANT,True,True,ROTATING,True,False,"['Bengali', 'English', 'Hindi', 'Marathi']",4,30,4.88,4.45,0.96,0.56,app://doctor/DOC_0242
DOC_0243,HOSP_010,Nikita Reddy,M,52,PEDIATRIC,GENERAL_PEDIATRICS,"MBBS, MS",Fellowship in Trauma Care,26,SENIOR_CONSULTANT,True,True,NIGHT,False,False,"['Bengali', 'English', 'Hindi']",3,29,1.15,3.27,0.9,0.59,app://doctor/DOC_0243
DOC_0244,HOSP_010,Aarav Das,M,41,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MS",Fellowship in Neuro Critical Care,10,CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Marathi']",2,14,3.38,4.78,0.77,0.37,app://doctor/DOC_0244
DOC_0245,HOSP_010,Arjun Sen,F,33,PEDIATRIC,PEDIATRIC_ICU,"MBBS, MD",Fellowship in Pediatric ICU,21,SENIOR_CONSULTANT,False,True,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",3,11,7.58,4.15,0.74,0.41,app://doctor/DOC_0245
DOC_0246,HOSP_010,Vivaan Bhattacharya,F,50,NEURO,EPILEPTOLOGIST,MBBS,FNB Critical Care,1,JUNIOR_RESIDENT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",3,27,6.08,3.65,0.32,0.78,app://doctor/DOC_0246
DOC_0247,HOSP_010,Ananya Sharma,OTHER,53,NEURO,SPINE_SURGERY,MBBS,FNB Critical Care,26,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi', 'Urdu']",4,28,7.71,4.1,0.89,0.34,app://doctor/DOC_0247
DOC_0248,HOSP_010,Kunal Reddy,F,36,EMERGENCY_MEDICINE,TOXICOLOGY,"MBBS, MD",Fellowship in Interventional Cardiology,13,SENIOR_CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi', 'Tamil']",3,28,1.81,4.34,0.95,0.48,app://doctor/DOC_0248
DOC_0249,HOSP_010,Sneha Nair,F,50,PEDIATRIC,GENERAL_PEDIATRICS,MBBS,Fellowship in Trauma Care,29,SENIOR_CONSULTANT,True,True,NIGHT,False,True,"['Bengali', 'English', 'Hindi']",2,16,7.17,3.31,0.85,0.44,app://doctor/DOC_0249
DOC_0250,HOSP_010,Diya Mukherjee,OTHER,31,EMERGENCY_MEDICINE,RESUSCITATION_EXPERT,"MBBS, MS",,8,CONSULTANT,True,True,ROTATING,True,True,"['Bengali', 'English', 'Hindi']",3,16,7.66,3.42,0.65,0.62,app://doctor/DOC_0250
DOC_0251,HOSP_011,Arjun Reddy,F,37,EMERGENCY_MEDICINE,TOXICOLOGY,MBBS,Fellowship in Trauma Care,19,SENIOR_CONSULTANT,True,True,DAY,False,False,"['Bengali', 'English', 'Hindi', 'Urdu']",4,30,9.51,3.13,0.84,0.51,app://doctor/DOC_0251
DOC_0252,HOSP_011,Sneha Roy,M,29,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, MD",Fellowship in Interventional Cardiology,7,CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Tamil', 'Urdu']",2,26,9.7,4.12,0.69,0.58,app://doctor/DOC_0252
DOC_0253,HOSP_011,Vivaan Nair,OTHER,47,NEPHROLOGY,TRANSPLANT_NEPRHOLOGY,"MBBS, DNB",Fellowship in Pediatric ICU,23,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi', 'Marathi', 'Urdu']",3,11,6.63,4.76,0.92,0.58,app://doctor/DOC_0253
DOC_0254,HOSP_011,Aarav Reddy,F,42,GENERAL_SURGERY,ONCO_SURGERY,"MBBS, DNB",Fellowship in Pediatric ICU,25,SENIOR_CONSULTANT,True,True,DAY,False,True,"['Bengali', 'English', 'Hindi']",2,23,9.73,4.82,0.93,0.25,app://doctor/DOC_0254
DOC_0255,HOSP_011,Aditya Singh,M,36,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,"MBBS, MS",Fellowship in Pediatric ICU,9,CONSULTANT,False,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi', 'Odia', 'Tamil']",1,27,5.8,4.44,0.56,0.41,app://doctor/DOC_0255
DOC_0256,HOSP_011,Ananya Banerjee,M,48,PULMONOLOGY,SLEEP_MEDICINE,"MBBS, MS",Fellowship in Interventional Cardiology,18,SENIOR_CONSULTANT,True,False,ROTATING,False,True,"['Bengali', 'English', 'Hindi']",2,15,1.24,4.97,0.98,0.45,app://doctor/DOC_0256
DOC_0257,HOSP_011,Rohan Chatterjee,OTHER,42,GENERAL_SURGERY,LAPAROSCOPIC_SURGERY,MBBS,Fellowship in Trauma Care,31,SENIOR_CONSULTANT,True,True,ROTATING,False,False,"['Bengali', 'English', 'Hindi', 'Marathi', 'Tamil']",3,15,8.67,3.98,0.89,0.39,app://doctor/DOC_0257
